Date,Visitor Team,VisitorPts,Home Team,HomePts,OT?,Score Type,Notes
2013-12-18,Washington Wizards,113,Brooklyn Nets,107,,Box Score,
2013-12-18,New York Knicks,107,Milwaukee Bucks,101,2OT,Box Score,
2013-12-18,Portland Trail Blazers,109,Minnesota Timberwolves,120,,Box Score,
2013-12-18,Memphis Grizzlies,91,Dallas Mavericks,105,,Box Score,
2013-12-18,San Antonio Spurs,108,Phoenix Suns,101,,Box Score,
2013-12-18,Chicago Bulls,94,Houston Rockets,109,,Box Score,
2013-12-18,New Orleans Pelicans,95,Los Angeles Clippers,108,,Box Score,
2013-12-19,Chicago Bulls,95,Oklahoma City Thunder,107,,Box Score,
2013-12-19,San Antonio Spurs,104,Golden State Warriors,102,,Box Score,
2013-12-20,Brooklyn Nets,120,Philadelphia 76ers,121,OT,Box Score,
2013-12-20,Utah Jazz,85,Atlanta Hawks,118,,Box Score,
2013-12-20,Milwaukee Bucks,111,Cleveland Cavaliers,114,OT,Box Score,
2013-12-20,Charlotte Bobcats,116,Detroit Pistons,106,,Box Score,
2013-12-20,Sacramento Kings,103,Miami Heat,122,,Box Score,
2013-12-20,Houston Rockets,81,Indiana Pacers,114,,Box Score,
2013-12-20,Toronto Raptors,109,Dallas Mavericks,108,OT,Box Score,
2013-12-20,Phoenix Suns,103,Denver Nuggets,99,,Box Score,
2013-12-20,Minnesota Timberwolves,91,Los Angeles Lakers,104,,Box Score,
2013-12-21,Memphis Grizzlies,95,New York Knicks,87,,Box Score,
2013-12-21,Washington Wizards,106,Boston Celtics,99,,Box Score,
2013-12-21,Sacramento Kings,105,Orlando Magic,100,,Box Score,
2013-12-21,Utah Jazz,88,Charlotte Bobcats,85,,Box Score,
2013-12-21,Houston Rockets,114,Detroit Pistons,97,,Box Score,
2013-12-21,Cleveland Cavaliers,84,Chicago Bulls,100,,Box Score,
2013-12-21,Philadelphia 76ers,106,Milwaukee Bucks,116,,Box Score,
2013-12-21,Oklahoma City Thunder,113,San Antonio Spurs,100,,Box Score,
2013-12-21,Dallas Mavericks,108,Phoenix Suns,123,,Box Score,
2013-12-21,New Orleans Pelicans,107,Portland Trail Blazers,110,,Box Score,
2013-12-21,Los Angeles Lakers,83,Golden State Warriors,102,,Box Score,
2013-12-21,Denver Nuggets,91,Los Angeles Clippers,112,,Box Score,
2013-12-22,Boston Celtics,79,Indiana Pacers,106,,Box Score,
2013-12-22,Toronto Raptors,104,Oklahoma City Thunder,98,,Box Score,
2013-12-22,Minnesota Timberwolves,116,Los Angeles Clippers,120,OT,Box Score,
2013-12-23,Milwaukee Bucks,110,Charlotte Bobcats,111,OT,Box Score,
2013-12-23,Detroit Pistons,115,Cleveland Cavaliers,92,,Box Score,
2013-12-23,New York Knicks,103,Orlando Magic,98,,Box Score,
2013-12-23,Indiana Pacers,103,Brooklyn Nets,86,,Box Score,
2013-12-23,Atlanta Hawks,119,Miami Heat,121,OT,Box Score,
2013-12-23,Dallas Mavericks,111,Houston Rockets,104,,Box Score,
2013-12-23,Utah Jazz,94,Memphis Grizzlies,104,,Box Score,
2013-12-23,Toronto Raptors,99,San Antonio Spurs,112,,Box Score,
2013-12-23,Golden State Warriors,89,Denver Nuggets,81,,Box Score,
2013-12-23,Los Angeles Lakers,90,Phoenix Suns,117,,Box Score,
2013-12-23,New Orleans Pelicans,113,Sacramento Kings,100,,Box Score,
2013-12-25,Chicago Bulls,95,Brooklyn Nets,78,,Box Score,
2013-12-25,Oklahoma City Thunder,123,New York Knicks,94,,Box Score,
2013-12-25,Miami Heat,101,Los Angeles Lakers,95,,Box Score,
2013-12-25,Houston Rockets,111,San Antonio Spurs,98,,Box Score,
2013-12-25,Los Angeles Clippers,103,Golden State Warriors,105,,Box Score,
2013-12-26,Atlanta Hawks,127,Cleveland Cavaliers,125,2OT,Box Score,
2013-12-26,Memphis Grizzlies,92,Houston Rockets,100,,Box Score,
2013-12-26,San Antonio Spurs,116,Dallas Mavericks,107,,Box Score,
2013-12-26,Los Angeles Clippers,112,Portland Trail Blazers,116,OT,Box Score,
2013-12-27,Oklahoma City Thunder,89,Charlotte Bobcats,85,,Box Score,
2013-12-27,Detroit Pistons,92,Orlando Magic,109,,Box Score,
2013-12-27,Milwaukee Bucks,93,Brooklyn Nets,104,,Box Score,
2013-12-27,Toronto Raptors,95,New York Knicks,83,,Box Score,
2013-12-27,Washington Wizards,98,Minnesota Timberwolves,120,,Box Score,
2013-12-27,Denver Nuggets,89,New Orleans Pelicans,105,,Box Score,
2013-12-27,Los Angeles Lakers,103,Utah Jazz,105,,Box Score,
2013-12-27,Miami Heat,103,Sacramento Kings,108,OT,Box Score,
2013-12-27,Phoenix Suns,86,Golden State Warriors,115,,Box Score,
2013-12-28,Cleveland Cavaliers,100,Boston Celtics,103,,Box Score,
2013-12-28,Brooklyn Nets,91,Indiana Pacers,105,,Box Score,
2013-12-28,New York Knicks,100,Toronto Raptors,115,,Box Score,
2013-12-28,Detroit Pistons,82,Washington Wizards,106,,Box Score,
2013-12-28,Charlotte Bobcats,116,Atlanta Hawks,118,OT,Box Score,
2013-12-28,Dallas Mavericks,105,Chicago Bulls,83,,Box Score,
2013-12-28,New Orleans Pelicans,98,Houston Rockets,107,,Box Score,
2013-12-28,Denver Nuggets,99,Memphis Grizzlies,120,,Box Score,
2013-12-28,Minnesota Timberwolves,117,Milwaukee Bucks,95,,Box Score,
2013-12-28,Philadelphia 76ers,101,Phoenix Suns,115,,Box Score,
2013-12-28,Miami Heat,108,Portland Trail Blazers,107,,Box Score,
2013-12-28,Utah Jazz,90,Los Angeles Clippers,98,,Box Score,
2013-12-29,Golden State Warriors,108,Cleveland Cavaliers,104,OT,Box Score,
2013-12-29,Atlanta Hawks,102,Orlando Magic,109,,Box Score,
2013-12-29,Houston Rockets,86,Oklahoma City Thunder,117,,Box Score,
2013-12-29,Sacramento Kings,104,San Antonio Spurs,112,,Box Score,
2013-12-29,Philadelphia 76ers,111,Los Angeles Lakers,104,,Box Score,
2013-12-30,Washington Wizards,106,Detroit Pistons,99,,Box Score,
2013-12-30,Chicago Bulls,95,Memphis Grizzlies,91,,Box Score,
2013-12-30,Dallas Mavericks,100,Minnesota Timberwolves,98,,Box Score,
2013-12-30,Portland Trail Blazers,108,New Orleans Pelicans,110,,Box Score,
2013-12-30,Miami Heat,97,Denver Nuggets,94,,Box Score,
2013-12-30,Charlotte Bobcats,80,Utah Jazz,83,,Box Score,
2013-12-30,Phoenix Suns,107,Los Angeles Clippers,88,,Box Score,
2013-12-31,Atlanta Hawks,92,Boston Celtics,91,,Box Score,
2013-12-31,Cleveland Cavaliers,76,Indiana Pacers,91,,Box Score,
2013-12-31,Golden State Warriors,94,Orlando Magic,81,,Box Score,
2013-12-31,Sacramento Kings,110,Houston Rockets,106,,Box Score,
2013-12-31,Brooklyn Nets,92,San Antonio Spurs,113,,Box Score,
2013-12-31,Toronto Raptors,85,Chicago Bulls,79,,Box Score,
2013-12-31,Portland Trail Blazers,98,Oklahoma City Thunder,94,,Box Score,
2013-12-31,Milwaukee Bucks,94,Los Angeles Lakers,79,,Box Score,
2014-01-01,Dallas Mavericks,87,Washington Wizards,78,,Box Score,
2014-01-01,Indiana Pacers,82,Toronto Raptors,95,,Box Score,
2014-01-01,New Orleans Pelicans,112,Minnesota Timberwolves,124,,Box Score,
2014-01-01,Philadelphia 76ers,114,Denver Nuggets,102,,Box Score,
2014-01-01,Charlotte Bobcats,85,Los Angeles Clippers,112,,Box Score,
2014-01-02,Orlando Magic,81,Cleveland Cavaliers,87,OT,Box Score,
2014-01-02,Golden State Warriors,123,Miami Heat,114,,Box Score,
2014-01-02,Boston Celtics,82,Chicago Bulls,94,,Box Score,
2014-01-02,Brooklyn Nets,95,Oklahoma City Thunder,93,,Box Score,
2014-01-02,New York Knicks,105,San Antonio Spurs,101,,Box Score,
2014-01-02,Memphis Grizzlies,99,Phoenix Suns,91,,Box Score,
2014-01-02,Milwaukee Bucks,87,Utah Jazz,96,,Box Score,
2014-01-02,Charlotte Bobcats,104,Portland Trail Blazers,134,,Box Score,
2014-01-02,Philadelphia 76ers,113,Sacramento Kings,104,,Box Score,
2014-01-03,Toronto Raptors,101,Washington Wizards,88,,Box Score,
2014-01-03,Golden State Warriors,101,Atlanta Hawks,100,,Box Score,
2014-01-03,New Orleans Pelicans,95,Boston Celtics,92,,Box Score,
2014-01-03,New York Knicks,100,Houston Rockets,102,,Box Score,
2014-01-03,Los Angeles Clippers,119,Dallas Mavericks,112,,Box Score,
2014-01-03,Memphis Grizzlies,108,Denver Nuggets,111,,Box Score,
2014-01-03,Utah Jazz,99,Los Angeles Lakers,110,,Box Score,
2014-01-04,New Orleans Pelicans,82,Indiana Pacers,99,,Box Score,
2014-01-04,Miami Heat,110,Orlando Magic,94,,Box Score,
2014-01-04,Cleveland Cavaliers,82,Brooklyn Nets,89,,Box Score,
2014-01-04,Atlanta Hawks,84,Chicago Bulls,91,,Box Score,
2014-01-04,Oklahoma City Thunder,115,Minnesota Timberwolves,111,,Box Score,
2014-01-04,Los Angeles Clippers,92,San Antonio Spurs,116,,Box Score,
2014-01-04,Milwaukee Bucks,100,Phoenix Suns,116,,Box Score,
2014-01-04,Philadelphia 76ers,101,Portland Trail Blazers,99,,Box Score,
2014-01-04,Charlotte Bobcats,113,Sacramento Kings,103,,Box Score,
2014-01-05,Memphis Grizzlies,112,Detroit Pistons,84,,Box Score,
2014-01-05,Indiana Pacers,82,Cleveland Cavaliers,78,,Box Score,
2014-01-05,Toronto Raptors,97,Miami Heat,102,,Box Score,
2014-01-05,Golden State Warriors,112,Washington Wizards,96,,Box Score,
2014-01-05,Boston Celtics,96,Oklahoma City Thunder,119,,Box Score,
2014-01-05,New York Knicks,92,Dallas Mavericks,80,,Box Score,
2014-01-05,Denver Nuggets,137,Los Angeles Lakers,115,,Box Score,
2014-01-06,Minnesota Timberwolves,126,Philadelphia 76ers,95,,Box Score,
2014-01-06,Atlanta Hawks,86,Brooklyn Nets,91,,Box Score,
2014-01-06,Orlando Magic,81,Los Angeles Clippers,101,,Box Score,
2014-01-07,Washington Wizards,97,Charlotte Bobcats,83,,Box Score,
2014-01-07,Philadelphia 76ers,93,Cleveland Cavaliers,111,,Box Score,
2014-01-07,Toronto Raptors,79,Indiana Pacers,86,,Box Score,
2014-01-07,New Orleans Pelicans,88,Miami Heat,107,,Box Score,
2014-01-07,Detroit Pistons,85,New York Knicks,89,,Box Score,
2014-01-07,Phoenix Suns,87,Chicago Bulls,92,,Box Score,
2014-01-07,San Antonio Spurs,110,Memphis Grizzlies,108,OT,Box Score,
2014-01-07,Golden State Warriors,101,Milwaukee Bucks,80,,Box Score,
2014-01-07,Los Angeles Lakers,97,Dallas Mavericks,110,,Box Score,
2014-01-07,Boston Celtics,98,Denver Nuggets,129,,Box Score,
2014-01-07,Oklahoma City Thunder,101,Utah Jazz,112,,Box Score,
2014-01-07,Portland Trail Blazers,119,Sacramento Kings,123,,Box Score,
2014-01-08,Dallas Mavericks,90,San Antonio Spurs,112,,Box Score,
2014-01-08,Detroit Pistons,91,Toronto Raptors,112,,Box Score,
2014-01-08,Indiana Pacers,87,Atlanta Hawks,97,,Box Score,
2014-01-08,Golden State Warriors,98,Brooklyn Nets,102,,Box Score,
2014-01-08,Los Angeles Lakers,99,Houston Rockets,113,,Box Score,
2014-01-08,Washington Wizards,102,New Orleans Pelicans,96,,Box Score,
2014-01-08,Phoenix Suns,104,Minnesota Timberwolves,103,,Box Score,
2014-01-08,Orlando Magic,94,Portland Trail Blazers,110,,Box Score,
2014-01-08,Boston Celtics,105,Los Angeles Clippers,111,,Box Score,
2014-01-09,Miami Heat,92,New York Knicks,102,,Box Score,
2014-01-09,Oklahoma City Thunder,88,Denver Nuggets,101,,Box Score,
2014-01-10,Washington Wizards,66,Indiana Pacers,93,,Box Score,
2014-01-10,Detroit Pistons,114,Philadelphia 76ers,104,,Box Score,
2014-01-10,Houston Rockets,80,Atlanta Hawks,83,,Box Score,
2014-01-10,Miami Heat,95,Brooklyn Nets,104,2OT,Box Score,
2014-01-10,Phoenix Suns,99,Memphis Grizzlies,104,,Box Score,
2014-01-10,Charlotte Bobcats,92,Minnesota Timberwolves,119,,Box Score,
2014-01-10,Dallas Mavericks,107,New Orleans Pelicans,90,,Box Score,
2014-01-10,Chicago Bulls,81,Milwaukee Bucks,72,,Box Score,
2014-01-10,Cleveland Cavaliers,113,Utah Jazz,102,,Box Score,
2014-01-10,Orlando Magic,83,Sacramento Kings,103,,Box Score,
2014-01-10,Boston Celtics,97,Golden State Warriors,99,,Box Score,
2014-01-10,Los Angeles Lakers,87,Los Angeles Clippers,123,,Box Score,
2014-01-11,Brooklyn Nets,80,Toronto Raptors,96,,Box Score,
2014-01-11,Houston Rockets,114,Washington Wizards,107,,Box Score,
2014-01-11,Phoenix Suns,108,Detroit Pistons,110,,Box Score,
2014-01-11,New York Knicks,102,Philadelphia 76ers,92,,Box Score,
2014-01-11,Charlotte Bobcats,97,Chicago Bulls,103,,Box Score,
2014-01-11,Milwaukee Bucks,85,Oklahoma City Thunder,101,,Box Score,
2014-01-11,New Orleans Pelicans,107,Dallas Mavericks,110,,Box Score,
2014-01-11,Orlando Magic,94,Denver Nuggets,120,,Box Score,
2014-01-11,Boston Celtics,104,Portland Trail Blazers,112,,Box Score,
2014-01-12,Atlanta Hawks,101,Memphis Grizzlies,108,,Box Score,
2014-01-12,Cleveland Cavaliers,80,Sacramento Kings,124,,Box Score,
2014-01-12,Minnesota Timberwolves,86,San Antonio Spurs,104,,Box Score,
2014-01-13,Milwaukee Bucks,94,Toronto Raptors,116,,Box Score,
2014-01-13,Houston Rockets,104,Boston Celtics,92,,Box Score,
2014-01-13,Phoenix Suns,96,New York Knicks,98,OT,Box Score,
2014-01-13,Washington Wizards,102,Chicago Bulls,88,,Box Score,
2014-01-13,San Antonio Spurs,101,New Orleans Pelicans,95,,Box Score,
2014-01-13,Orlando Magic,88,Dallas Mavericks,107,,Box Score,
2014-01-13,Denver Nuggets,103,Utah Jazz,118,,Box Score,
2014-01-14,New York Knicks,98,Charlotte Bobcats,108,,Box Score,
2014-01-14,Sacramento Kings,92,Indiana Pacers,116,,Box Score,
2014-01-14,Oklahoma City Thunder,87,Memphis Grizzlies,90,,Box Score,
2014-01-14,Cleveland Cavaliers,120,Los Angeles Lakers,118,,Box Score,
2014-01-15,Chicago Bulls,128,Orlando Magic,125,3OT,Box Score,
2014-01-15,Charlotte Bobcats,92,Philadelphia 76ers,95,,Box Score,
2014-01-15,Miami Heat,97,Washington Wizards,114,,Box Score,
2014-01-15,Toronto Raptors,83,Boston Celtics,88,,Box Score,
2014-01-15,Memphis Grizzlies,82,Milwaukee Bucks,77,,Box Score,
2014-01-15,Sacramento Kings,111,Minnesota Timberwolves,108,,Box Score,
2014-01-15,Houston Rockets,103,New Orleans Pelicans,100,,Box Score,
2014-01-15,Utah Jazz,105,San Antonio Spurs,109,,Box Score,
2014-01-15,Los Angeles Lakers,114,Phoenix Suns,121,,Box Score,
2014-01-15,Cleveland Cavaliers,96,Portland Trail Blazers,108,,Box Score,
2014-01-15,Denver Nuggets,123,Golden State Warriors,116,,Box Score,
2014-01-15,Dallas Mavericks,127,Los Angeles Clippers,129,,Box Score,
2014-01-16,Brooklyn Nets,127,Atlanta Hawks,110,,Box Score,"at London, England"
2014-01-16,New York Knicks,89,Indiana Pacers,117,,Box Score,
2014-01-16,Oklahoma City Thunder,104,Houston Rockets,92,,Box Score,
2014-01-17,Los Angeles Clippers,109,New York Knicks,95,,Box Score,
2014-01-17,Charlotte Bobcats,111,Orlando Magic,101,,Box Score,
2014-01-17,Miami Heat,101,Philadelphia 76ers,86,,Box Score,
2014-01-17,Minnesota Timberwolves,89,Toronto Raptors,94,,Box Score,
2014-01-17,Chicago Bulls,93,Washington Wizards,96,,Box Score,
2014-01-17,Los Angeles Lakers,107,Boston Celtics,104,,Box Score,
2014-01-17,Utah Jazz,110,Detroit Pistons,89,,Box Score,
2014-01-17,Sacramento Kings,90,Memphis Grizzlies,91,,Box Score,
2014-01-17,Portland Trail Blazers,109,San Antonio Spurs,100,,Box Score,
2014-01-17,Cleveland Cavaliers,117,Denver Nuggets,109,,Box Score,
2014-01-17,Dallas Mavericks,110,Phoenix Suns,107,,Box Score,
2014-01-17,Golden State Warriors,121,Oklahoma City Thunder,127,,Box Score,
2014-01-18,Los Angeles Clippers,92,Indiana Pacers,106,,Box Score,
2014-01-18,Detroit Pistons,104,Washington Wizards,98,,Box Score,
2014-01-18,Miami Heat,104,Charlotte Bobcats,96,OT,Box Score,
2014-01-18,Philadelphia 76ers,78,Chicago Bulls,103,,Box Score,
2014-01-18,Milwaukee Bucks,104,Houston Rockets,114,,Box Score,
2014-01-18,Utah Jazz,72,Minnesota Timberwolves,98,,Box Score,
2014-01-18,Golden State Warriors,97,New Orleans Pelicans,87,,Box Score,
2014-01-18,Portland Trail Blazers,127,Dallas Mavericks,111,,Box Score,
2014-01-19,Los Angeles Lakers,112,Toronto Raptors,106,,Box Score,
2014-01-19,Boston Celtics,91,Orlando Magic,93,,Box Score,
2014-01-19,Sacramento Kings,93,Oklahoma City Thunder,108,,Box Score,
2014-01-19,Milwaukee Bucks,82,San Antonio Spurs,110,,Box Score,
2014-01-19,Denver Nuggets,103,Phoenix Suns,117,,Box Score,
2014-01-20,Dallas Mavericks,102,Cleveland Cavaliers,97,,Box Score,
2014-01-20,Los Angeles Clippers,112,Detroit Pistons,103,,Box Score,
2014-01-20,Toronto Raptors,95,Charlotte Bobcats,100,,Box Score,
2014-01-20,Philadelphia 76ers,99,Washington Wizards,107,,Box Score,
2014-01-20,Brooklyn Nets,103,New York Knicks,80,,Box Score,
2014-01-20,New Orleans Pelicans,95,Memphis Grizzlies,92,,Box Score,
2014-01-20,Miami Heat,114,Atlanta Hawks,121,,Box Score,
2014-01-20,Los Angeles Lakers,100,Chicago Bulls,102,OT,Box Score,
2014-01-20,Portland Trail Blazers,113,Houston Rockets,126,,Box Score,
2014-01-20,Indiana Pacers,102,Golden State Warriors,94,,Box Score,
2014-01-21,Orlando Magic,90,Brooklyn Nets,101,,Box Score,
2014-01-21,Boston Celtics,86,Miami Heat,93,,Box Score,
2014-01-21,Sacramento Kings,114,New Orleans Pelicans,97,,Box Score,
2014-01-21,Portland Trail Blazers,97,Oklahoma City Thunder,105,,Box Score,
2014-01-21,Minnesota Timberwolves,112,Utah Jazz,97,,Box Score,
2014-01-22,Los Angeles Clippers,91,Charlotte Bobcats,95,,Box Score,
2014-01-22,Chicago Bulls,98,Cleveland Cavaliers,87,,Box Score,
2014-01-22,Atlanta Hawks,112,Orlando Magic,109,,Box Score,
2014-01-22,Dallas Mavericks,85,Toronto Raptors,93,,Box Score,
2014-01-22,Boston Celtics,113,Washington Wizards,111,OT,Box Score,
2014-01-22,Philadelphia 76ers,110,New York Knicks,106,,Box Score,
2014-01-22,Sacramento Kings,98,Houston Rockets,119,,Box Score,
2014-01-22,Detroit Pistons,101,Milwaukee Bucks,104,,Box Score,
2014-01-22,Oklahoma City Thunder,111,San Antonio Spurs,105,,Box Score,
2014-01-22,Indiana Pacers,100,Phoenix Suns,124,,Box Score,
2014-01-23,Los Angeles Lakers,102,Miami Heat,109,,Box Score,
2014-01-23,Denver Nuggets,105,Portland Trail Blazers,110,,Box Score,
2014-01-24,Los Angeles Lakers,105,Orlando Magic,114,,Box Score,
2014-01-24,Toronto Raptors,104,Philadelphia 76ers,95,,Box Score,
2014-01-24,San Antonio Spurs,105,Atlanta Hawks,79,,Box Score,
2014-01-24,Oklahoma City Thunder,101,Boston Celtics,83,,Box Score,
2014-01-24,Dallas Mavericks,106,Brooklyn Nets,107,,Box Score,
2014-01-24,Milwaukee Bucks,78,Cleveland Cavaliers,93,,Box Score,
2014-01-24,New Orleans Pelicans,103,Detroit Pistons,101,,Box Score,
2014-01-24,Charlotte Bobcats,96,New York Knicks,125,,Box Score,
2014-01-24,Los Angeles Clippers,112,Chicago Bulls,95,,Box Score,
2014-01-24,Memphis Grizzlies,88,Houston Rockets,87,,Box Score,
2014-01-24,Washington Wizards,101,Phoenix Suns,95,,Box Score,
2014-01-24,Indiana Pacers,116,Sacramento Kings,111,OT,Box Score,
2014-01-24,Minnesota Timberwolves,121,Golden State Warriors,120,,Box Score,
2014-01-25,Chicago Bulls,89,Charlotte Bobcats,87,,Box Score,
2014-01-25,Los Angeles Clippers,126,Toronto Raptors,118,,Box Score,
2014-01-25,Oklahoma City Thunder,103,Philadelphia 76ers,91,,Box Score,
2014-01-25,Houston Rockets,81,Memphis Grizzlies,99,,Box Score,
2014-01-25,Atlanta Hawks,112,Milwaukee Bucks,87,,Box Score,
2014-01-25,Indiana Pacers,96,Denver Nuggets,109,,Box Score,
2014-01-25,Washington Wizards,101,Utah Jazz,104,,Box Score,
2014-01-25,Minnesota Timberwolves,104,Portland Trail Blazers,115,,Box Score,
2014-01-26,San Antonio Spurs,101,Miami Heat,113,,Box Score,
2014-01-26,Los Angeles Lakers,103,New York Knicks,110,,Box Score,
2014-01-26,Phoenix Suns,99,Cleveland Cavaliers,90,,Box Score,
2014-01-26,Orlando Magic,92,New Orleans Pelicans,100,,Box Score,
2014-01-26,Brooklyn Nets,85,Boston Celtics,79,,Box Score,
2014-01-26,Detroit Pistons,106,Dallas Mavericks,116,,Box Score,
2014-01-26,Portland Trail Blazers,88,Golden State Warriors,103,,Box Score,
2014-01-26,Denver Nuggets,125,Sacramento Kings,117,,Box Score,
2014-01-27,Phoenix Suns,124,Philadelphia 76ers,113,,Box Score,
2014-01-27,Toronto Raptors,104,Brooklyn Nets,103,,Box Score,
2014-01-27,Minnesota Timberwolves,95,Chicago Bulls,86,,Box Score,
2014-01-27,Los Angeles Clippers,114,Milwaukee Bucks,86,,Box Score,
2014-01-27,Atlanta Hawks,109,Oklahoma City Thunder,111,,Box Score,
2014-01-27,Sacramento Kings,99,Utah Jazz,106,,Box Score,
2014-01-28,New Orleans Pelicans,100,Cleveland Cavaliers,89,,Box Score,
2014-01-28,Orlando Magic,87,Detroit Pistons,103,,Box Score,
2014-01-28,Boston Celtics,88,New York Knicks,114,,Box Score,
2014-01-28,San Antonio Spurs,90,Houston Rockets,97,,Box Score,
2014-01-28,Memphis Grizzlies,98,Portland Trail Blazers,81,,Box Score,
2014-01-28,Washington Wizards,88,Golden State Warriors,85,,Box Score,
2014-01-28,Indiana Pacers,104,Los Angeles Lakers,92,,Box Score,
2014-01-29,Oklahoma City Thunder,112,Miami Heat,95,,Box Score,
2014-01-29,Orlando Magic,83,Toronto Raptors,98,,Box Score,
2014-01-29,Philadelphia 76ers,95,Boston Celtics,94,,Box Score,
2014-01-29,Phoenix Suns,126,Milwaukee Bucks,117,,Box Score,
2014-01-29,New Orleans Pelicans,77,Minnesota Timberwolves,88,,Box Score,
2014-01-29,Houston Rockets,117,Dallas Mavericks,115,,Box Score,
2014-01-29,Charlotte Bobcats,101,Denver Nuggets,98,,Box Score,
2014-01-29,Chicago Bulls,96,San Antonio Spurs,86,,Box Score,
2014-01-29,Memphis Grizzlies,99,Sacramento Kings,89,,Box Score,
2014-01-29,Washington Wizards,103,Los Angeles Clippers,110,,Box Score,
2014-01-30,Phoenix Suns,102,Indiana Pacers,94,,Box Score,
2014-01-30,Cleveland Cavaliers,86,New York Knicks,117,,Box Score,
2014-01-30,Los Angeles Clippers,92,Golden State Warriors,111,,Box Score,
2014-01-31,Milwaukee Bucks,102,Orlando Magic,113,,Box Score,
2014-01-31,Atlanta Hawks,125,Philadelphia 76ers,99,,Box Score,
2014-01-31,Oklahoma City Thunder,120,Brooklyn Nets,95,,Box Score,
2014-01-31,Memphis Grizzlies,94,Minnesota Timberwolves,90,,Box Score,
2014-01-31,Sacramento Kings,103,Dallas Mavericks,107,,Box Score,
2014-01-31,Toronto Raptors,100,Denver Nuggets,90,,Box Score,
2014-01-31,Charlotte Bobcats,110,Los Angeles Lakers,100,,Box Score,
2014-01-31,Golden State Warriors,95,Utah Jazz,90,,Box Score,
2014-02-01,Brooklyn Nets,96,Indiana Pacers,97,,Box Score,
2014-02-01,Oklahoma City Thunder,81,Washington Wizards,96,,Box Score,
